example_id,summary,base_cluster_id,cluster_name,category
073e78ca-6220-4c54-8fb6-bdecbb3e2553,debugging help with LangSmith Playground and TypeScript SDK for incorrect token calculation when using uploaded images versus image URLs in prompts,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
078860e9-978b-40a1-96d4-bae5adda60c7,configuration help with LangSmith Playground for Azure OpenAI API integration - issue with deployment name parameter not carrying over from function calls,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
0815645f-db31-4e3b-adcf-bf530218c7b8,"debugging help with LangSmith evaluators for JavaScript implementation - encountered TypeError when setting up custom evaluators to test PDF extraction workflow, resolved by using dataset name string instead of manually constructed test data array",35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
0838a889-0913-4100-9674-1c66f877fafe,User experienced trace ingestion outage due to production database scaling issue causing 403 errors and data loss during specified time period,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
088b18ab-a1fd-40f2-b4f4-235cda3e2db4,feature request help with LangSmith SDK for Python implementation - specifically asking about async version of pull_prompt() method which is currently not supported in AsyncClient,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
08916fdc-9845-4a6b-9940-1d54ebbc2baf,debugging help with LangSmith UI experiment results sorting functionality when filtering by text search and sorting by judge score,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
089c3ded-a038-4538-bcbb-5a7dc4aa49da,configuration clarification help with LangSmith Workspaces Models page pricing display for billing understanding,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
08e26fb7-2360-4335-830c-7da4724b0dba,API usage help with LangSmith SDK for checking dataset existence functionality,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
08ff879c-6f52-4832-b3d1-d1e9c1d4d635,"debugging help with LangSmith tracing for JavaScript structured output logging - structured output schema not appearing in ChatOpenAI Playground traces when using withStructuredOutput method, unlike Python implementation",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
0918f611-470f-48c4-b1dd-2680a99601c8,"feature request help with LangSmith Product for CSV export functionality of evaluation dataset experiment tables, including bulk selection and download capabilities for experiment summary statistics",43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
0931e33f-52e4-4e34-b4ae-c99820acab8b,"debugging help with LangSmith UI frontend for React error handling implementation - minified React error #31 caused by objects being passed as React children instead of arrays, affecting feedback display functionality",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
09496b1f-978a-423f-9689-fe82d7dd3a56,feature request help with LangSmith annotation queue notifications for domain expert workflow implementation,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
096f8544-0e7a-48f9-b37f-7ebc1cf56c6c,feature availability help with LangSmith SDK evaluate function for TypeScript implementation - specifically wanting to get experimentId back from evaluate call without waiting for completion to enable UI linking to running experiments,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
09d9453d-2cc2-455f-aad4-ba461e4bbec6,API usage help with LangSmith product regarding rate limits configuration and adjustment,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
0a9f4ec9-1265-44c0-9d93-92d6b286ade4,debugging help with LangSmith tracing for Python LangGraph implementation showing incomplete traces in serverless AWS Lambda environment,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
0ab93f12-9c00-4527-8fe4-7940101f7950,compliance/security documentation help with LangSmith Platform for privacy assessment completion,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
0b74cf94-9ff1-44b6-af91-6d715c03078a,debugging help with LangSmith trace output showing null at root level despite child components having outputs,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
0c6f734e-a48e-41ad-ae0a-59036e4f667a,debugging help with LangSmith project creation and SDK tracing for JavaScript implementation,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
0d3aa54e-0d98-4cd9-a696-950dfee9db11,debugging help with LangSmith API for dataset upload functionality experiencing 500 server errors when uploading large datasets (19k examples) via bulk endpoint,35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
0e0c55c7-bc15-4914-bcf2-98e8cc5a1119,feature request help with LangSmith UI for trace selection highlighting improvement,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
0f02c2be-b2e1-4c63-b8df-a7d08b039880,"API usage help with LangSmith tracing for creating runs and managing projects, including how to create new projects and specify project parameters in API calls",40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
102c8d68-1b0e-4627-b546-5c2fe0c88e6b,debugging help with LangSmith Golden Data Comparison Evaluator for implementation,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
106301ee-7e03-4910-a7b2-23602863bde0,compliance documentation help with LangSmith Product for GDPR assessment and ISO 27001 certification status inquiry,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
1091746d-ec94-42d5-9684-e0e6489cf787,authentication/access help with LangSmith product for web browser access - experiencing forbidden error that resolved itself,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
11d8b93d-7e2a-4216-9f2f-f41d49695f3c,debugging help with LangSmith dashboard data filtering for date range display issues,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
11da0e01-e406-4ce1-ac4a-8cb7e065ec6d,configuration help with LangSmith Rules for backfilling evaluation functionality on previously processed traces,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
1253f515-a350-443b-b345-deb86b8eadd2,"performance troubleshooting help with LangSmith product experiencing slowness issues across tracing projects, datasets experiments, and evaluations functionality",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
12a02f8d-a10a-4022-a6a1-ce560f3a2280,"performance optimization help with LangSmith prompt hub caching for Python implementation, followed by debugging help with LangGraph Platform deployment issues",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
12dafc21-f117-46d0-b775-70e55f9a3991,"feature request help with LangSmith Product for user traceability features including user information tracking for prompt commits, user annotations, and audit logging for UI operations across both SaaS and self-hosted deployments",41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
134cc0a7-ea55-4708-b30f-8cd03cb7d94c,configuration help with LangSmith UI playground for prompt formatting implementation - specifically how to escape curly braces {} that were being incorrectly interpreted as variables when using a proprietary language syntax,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
13aa0f8f-750a-4f63-b9b3-c690bf3c9bb2,clarification help with LangSmith tracing thread view latency metrics calculation (P50 and P99 percentiles) for multi-turn interaction troubleshooting,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
13aa7959-3275-42c1-b70c-a5542d71d5ef,compliance/security documentation help with LangSmith privacy assessment for business implementation,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
14c5c810-deb5-4bc0-ba09-9faf80d9030a,troubleshooting help with LangSmith chat interface for Claude 3.5 Haiku model response truncation issue,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
152c819f-3126-4807-9038-e10021b60a24,"configuration help with LangSmith dashboard filtering and cost analysis charts to break down costs by team and user, including guidance on metadata structure and filtering capabilities",41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
154ac7ea-fd25-4869-9cdb-141191dceec9,debugging help with LangSmith tracing for Python streaming responses showing high latency and GeneratorExit errors,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
15ec344c-fb39-4eee-a87b-e8cad056000c,"debugging help with LangSmith run ingestion experiencing recurring 503 Service Temporarily Unavailable errors for Python implementation using langgraph-sdk, causing production AI workflows to halt completely",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
16c1bf93-e799-4872-b3ce-79f6319e6317,configuration help with LangSmith tracing for Python implementation to dynamically specify project names during LLM invocation to separate e2e test traces from human-generated traces,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
16e08ce5-030c-4f4e-a624-5a92310e2201,"troubleshooting help with LangSmith product for trace access issues - initially unable to access traces in the UI but issue resolved itself, later identified as transient service errors on US cloud deployment",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
170257fd-7a10-43a9-84b1-9dbfd61b19f4,configuration help with LangSmith auto evaluators for setting up few-shot examples with persisted playground prompts and iterating on LLM-as-a-judge evaluation workflows,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
1736999a-bb8d-40af-bfeb-a4732999d967,"feature access help with LangSmith prompt optimization tool for prompt improvement workflow, encountering provider compatibility issues with Azure OpenAI integration",36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
17bb2180-4a25-437d-9f54-21e82176f043,data management help with LangSmith product for filtering experiment runs based on score,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
18975a62-a10c-499d-b47b-0788e59b76aa,"configuration help with LangSmith Product for Python implementation regarding global Personal Access Token functionality, cross-workspace authentication, and tracing capabilities including @traceable decorator limitations and pairwise evaluation comment display",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
19aa23ea-1fe2-4e22-945d-9648c7b958bf,debugging help with LangSmith evaluators creating extra columns in the UI,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
1a10c33f-1e70-4ba3-a267-dbdcb0836d5c,best practices help with LangSmith dashboards for creating custom charts and filtering traces based on latency metrics,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
1a6406ae-1207-41d2-ac52-c6ce7e80aaac,"debugging help with LangSmith product for model configuration and prompt settings where tools are being erased without warning when modifying model config, and prompts are being removed when changing prompt type from chat to instruct",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
1aaa1a78-e356-469c-894a-b5f7809f514e,feature request help with LangSmith evaluation data access and export functionality for self-hosted deployment,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
1b07ee6e-d0fd-4dbd-9551-5d6ddb254d1a,"debugging help with LangSmith project display and trace retention issues where projects were not showing in the UI despite having a nonzero count, and traces were being deleted due to missing org_id and product_line metadata",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
1b4223d9-199b-410f-a3a2-6a751f358102,"debugging help with LangSmith UI for JavaScript error resolution - encountered ""Cannot read properties of undefined"" error in web application that was resolved through platform incident fix",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
1b6de00b-f5f9-4910-9730-ba9b9ee0c8bd,performance optimization help with LangSmith API for data pipeline implementation - specifically requesting higher rate limits to improve efficiency after implementing workarounds for 429 rate limiting errors including batch size reduction and filtering strategies,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
1b74a167-30a6-4509-a56b-0bb5edc352d1,"debugging help with LangSmith custom evaluator for TypeScript implementation - feedback scores not displaying correctly in experiment comparison view despite working in summary dashboard, with additional question about cost tracking for OpenAI and Anthropic models",39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
1bc0dbb6-f26d-48c0-812d-413d04cdd4ec,debugging help with LangSmith feedback created_at date anomaly where all feedback dates were showing as recent instead of their actual creation dates across months of data,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
1c173239-2e24-4a7b-b3d3-e375bbe8829d,debugging help with LangSmith traces for accessing prompts implementation,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
1c2b2ea8-80a2-41d6-a1ee-ea5f90463160,feature enablement help with LangSmith Bulk Data Export feature for Plus plan account,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
1c465e09-0354-4a60-a98f-0f8d8d63f894,feature request help with LangSmith Playground for saving generated outputs and inputs to enable prompt iteration and model comparison workflows,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
1c700738-c90a-4e13-9744-819f2d25b78d,"debugging help with LangSmith trace data export API for AWS S3 destination configuration - issue was caused by invalid JSON syntax with trailing comma in the API request payload, documentation contained the same error and needed correction",35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
1cba8581-3b6f-4986-bbc7-f0b2de7bb587,integration help with LangSmith Product for Google Cloud Vertex AI compatibility and production readiness,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
1dcf1994-da4c-42d2-a1f0-a62fe8bf9baf,compliance/security information help with LangSmith Platform for privacy assessment review,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
1ddf9e76-7fa7-4029-ab12-be755d02ba62,feature request help with LangSmith datasets for cross-project data accessibility implementation,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
1df4605a-f9ba-4acd-b985-9c90806f880f,debugging help with LangSmith Playground for Azure OpenAI deployment model tagging issue,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
1e48162c-db85-4edb-a24c-84b4baa7b43a,"debugging help with LangSmith dashboard chart creation for data splitting by metadata values, encountering 'group_by' not enabled errors and undefined metric property errors when attempting to graph token usage and cost splits",39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
1ebab4ba-a011-4910-826f-5a75f8a94d0a,performance help with LangSmith tracing project Thread tab for Q&A implementation with full document processing,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
1f2fe4a2-e9d9-4cae-8e90-2d0b5ed583e0,"debugging help with LangSmith Playground tag filtering functionality - when clicking on tags to filter traces, the original run is not showing in the filtered results despite having the tag",39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
1f8713d2-696c-4aa3-a6cb-6423c3fd26ef,debugging help with LangSmith UI token display for Python implementation - cache_creation token count not showing in popover tooltip despite being present in usage metadata when using ChatBedrockConverse with Claude 3.7,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
1fa72f92-ed48-4062-a74e-383ed1bf017a,debugging help with LangSmith UI and Hub SDK for JavaScript implementation regarding missing image processing options and detail property in prompt templates,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
2056e900-b943-4e79-8bce-7366af17f859,"integration help with LangSmith tracing for CrewAI implementation, including API access questions and documentation gap feedback regarding incomplete OpenTelemetry setup examples",41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
205ea397-a744-446b-ab2c-9e06028d66c0,"API usage help with LangSmith tracing for sending images as part of traces, with guidance provided on using base64 URLs and file attachments",41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
214f2dc5-8926-459c-a6c7-bf00f35b4362,User encountered an error on LangSmith Playground but the issue was subsequently resolved,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
21da8827-b219-45ba-9fc5-2ac4d241d366,feature request help with LangSmith annotations queue UI for improved note field display,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
224759be-4495-40e7-8be7-6914cf8eab3b,feature request help with LangSmith datasets view for folder organization functionality,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
224a483d-5e55-4795-8aa1-10da7f215af5,debugging help with LangSmith UI for viewing full error messages in failed runs,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
2263658d-f516-4d71-a1ee-de33d0ef3096,usage questions help with LangSmith tracing for image handling implementation,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
2286c344-ad01-4265-a997-508333b0fa4f,API usage help with LangSmith evaluation blocking behavior for TypeScript implementation - specifically seeking equivalent of Python's blocking=False parameter to handle CI/CD timeout constraints,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
2353b125-d604-4c89-8346-0b21bd7ab087,"debugging help with LangSmith UI for configuration issues with token limits not being honored during evaluation runs with Vertex AI Gemini models, and document attachment format errors with Claude via Amazon Bedrock in the Playground",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
23ee3b27-073f-4406-9f9d-876f2e91ea8d,debugging help with LangSmith UI for viewing project runs - experiencing module script import error preventing access to monitoring dashboard,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
24213e6f-4272-495a-92e2-1db1faded817,debugging help with LangSmith UI for evaluator configuration - unable to set variables in prompt window and save button not functioning when creating LLM-as-a-Judge evaluator,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
2447bb50-dce6-49de-b3a6-bfbb1d580135,"data management and debugging help with LangSmith tracing for Python implementation, including organization deletion, project creation issues, pending run status problems, and Lambda function integration challenges",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
246d8b17-0d31-4027-9d26-5e23a3b23c63,API documentation help with LangSmith Product for creating dashboard sections and charts programmatically,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
247907e8-4d9e-4e63-b565-4c7e2f1e1c54,debugging help with LangSmith shared traces experiencing Service Unavailable errors when viewing larger traces through the web interface,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
25c42790-874b-4608-92c7-e1df7bd1a11c,API usage help with LangSmith tracing for Python implementation to add metadata to completed traces using update_run method,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
262277f8-4661-46ce-8f76-fa38a3458d76,"debugging help with LangSmith tracing for LangGraph run statistics after resuming interrupted runs, where token counts and timing metrics were not accurately reflecting the complete execution across all spans in the thread view",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
26c8b7ff-f71b-417c-a463-36931abfd7e3,feature request help with LangSmith Playground to add OpenRouter as a provider option,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
26c91d7c-123f-4bcc-8401-d7e2ca223ceb,"debugging help with LangSmith SDK for Python implementation - experiencing missing Azure OpenAI API key error when using environment file configuration, despite same values working in LangSmith platform UI",36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
26cc98bb-847a-4824-af56-28958ac1d747,"feature request updates and status review with LangSmith Product for enterprise implementation including playground sorting functionalities, thread filter saving capabilities, and annotation queue reset functionality",43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
2703bf60-4bd4-4bc9-b887-934db72057e9,"debugging help with LangSmith tracing for Python implementation - traces not appearing in UI during batch processing with LangGraph Platform, despite successful run execution and valid run IDs",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
2724f1f8-7322-4e41-a610-a62324b45422,feature request help with LangSmith evaluations for Python implementation to support batch endpoints for inference providers to avoid rate limiting issues during large-scale evaluation jobs,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
272a45e6-8b81-4cd8-805f-239b56eba230,feature request help with LangSmith dataset management for dataset split selection functionality in annotation queue and tracing project workflows,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
2747c7d5-92c9-4e47-99ea-baebf19346f3,User received guidance on API usage optimization with LangSmith for rate limiting issues - recommendation to switch from legacy /runs endpoint to newer batched endpoints for better performance,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
27ace876-54c7-4cce-9ecb-d85389a08d5c,data management help with LangSmith Product for deleting specific traces from their tenant,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
28b16a71-9db2-4289-a4d6-76b0af05ff65,compliance documentation help with LangSmith for security evaluation implementation,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
28b41645-5292-4845-934e-e0b3758c501e,clarification help with LangSmith public sharing feature for understanding access permissions,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
28c5e71c-c6c9-43b1-87e0-9b8f5e895a91,debugging help with LangSmith UI for JavaScript/TypeScript multiagent swarm implementation experiencing branch condition error when viewing graph in platform,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
28d1f0de-b117-4958-baad-b492cdaa4abd,feature request help with LangSmith product for filtering functionality on specific input fields in trace filtering interface,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
29045dc8-798b-437a-901a-38448e6526ea,"performance/troubleshooting help with LangSmith tracing and export features experiencing timeout issues, slow thread loading, filtering failures, and bulk export job failures",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
297db618-bda0-4e16-9a4f-f2ef45528b63,debugging help with LangSmith Playground structured output schema population when navigating from trace view for Python implementation,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
29de9019-8b60-457b-81e0-00bf120cd5f0,best practices help with LangSmith datasets for Python implementation regarding state conversion to dataset format and handling input/reference output objects in target functions and evaluators,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
2a24fed3-958f-48f9-afbd-e5e3de6e8bd3,API usage help with LangSmith SDK for Python implementation regarding pull_prompt_commit function documentation and safety confirmation,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
2a2d87cd-c17d-4b76-9008-73cb6e3a1743,general information about LangSmith communication channel for basic usage questions,37,Handle LangSmith enterprise compliance and security assessment requirements,LangSmith Product
2ab7d7b7-07bf-47cf-9a50-594e5a9740bf,debugging help with LangSmith dataset management UI for tool call ID deletion functionality,35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
2ac6859b-f24c-4b7d-870e-e83642c5e863,"data management help with LangSmith trace retention after upgrading from Base to Extended plan, asking about retroactive application to existing traces and retention limits",41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
2aeffb3b-f50d-4909-a159-5f07e5604902,best practices help with LangSmith evaluation datasets for grouping questions using metadata vs tags,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
2b7cdcf3-d4f6-4feb-b50e-7bf6c6a9b916,"debugging help with LangSmith Playground for LLM configuration and model validation issues, specifically experiencing problems with tool removal when switching configs and validation errors when changing models manually after recent UI update",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
2baee77d-49e0-4241-9e18-a47fab158a71,authentication/access help with LangSmith API for PAT key implementation on Plus plan,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
2bd62047-b82a-4047-b643-289ffb524e34,debugging help with LangSmith evaluation results not displaying scores in the UI for Python SDK implementation,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
2be97b4e-ade0-492a-af69-0bd6f92a0b37,feature request help with LangSmith Datasets for implementing pre-processing/redaction workflows when adding data from live traces to datasets via the UI,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
2c355ad9-daa7-4c2d-ba74-0e2e016c6682,debugging help with LangSmith tracing functionality that was preventing customer support triage operations,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
2c5d4e93-37d2-4515-a1ac-99e43b0f450a,debugging help with LangSmith dashboard filtering for custom evaluators implementation,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
2cfb6612-6839-4c5d-85c0-59c632428f20,"authentication/access help with LangSmith product for web application login issues - experiencing 404 errors when accessing the platform, resolved when user discovered their organization was deleted and created a new workspace",45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
2d5a0534-17b1-4e05-93db-21ce6d8c8ea2,User reported security vulnerability regarding lack of rate limiting on forgot password endpoint causing potential denial of service attacks on LangSmith platform,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
2e641811-2ac2-4718-be98-c1b6fb36c1e2,"debugging help with LangSmith tracing for self-hosted FastAPI endpoint implementation - traces stopped appearing after Friday with no changes on user end, resolved by restarting AWS servers",38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
2ea26669-7300-4653-91c6-5e6fc24b8fdc,performance/optimization help with LangSmith bulk export jobs experiencing high timeout failure rates (75/122 jobs failing with TimedOut status),35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
2f31a78f-b908-4e34-941b-91549aa8587f,"feature request help with LangSmith Product for sharing individual experiments with third parties through web UI access, with workaround solution involving dataset cloning",43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
2f618706-9138-4070-9350-98bc0d5c2391,"debugging help with LangSmith Playground validation error when running prompts with existing tool calls, caused by AIMessageChunk vs AIMessage type mismatch in Python implementation using AgentExecutor",44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
307e5815-9162-4dd1-a8f5-c2c2116a4f3b,data recovery help with LangSmith project restoration after accidental deletion of project containing traces and data,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
30836edc-2cb1-4c6e-83bf-b51c85814d22,performance monitoring help with LangSmith product for CPU utilization tracking and billing visibility during concurrent processes,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
31a18ea1-441f-4253-bdfc-1b9bcf1f29a7,debugging help with LangSmith UI evaluator run viewing functionality experiencing 404 errors due to trace retention policy configuration,39,Debug LangSmith evaluation experiment UI display and functionality issues,LangSmith Product
32652d08-aa92-464b-a876-90bd765e0512,feature request help with LangSmith dashboard for custom metrics definition and visualization capabilities,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
33bde709-eff9-432c-b1bd-c0ddf72293b8,debugging help with LangSmith Python SDK for prompt pulling API call implementation,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
34dfe303-09d5-48c5-8691-573a55276ffe,configuration help with LangSmith product for unsharing previously shared run links after navigating away from the original page,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
3693a261-b679-472a-94db-168f33bcba76,"debugging help with LangSmith tracing for Python implementation where traces are incomplete and runs are missing from trace view but visible in All Runs tab, specifically when using Anthropic/Bedrock function calls",42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
36a19319-8be1-4b30-aea8-bd0bcc6cfa48,best practices help with LangSmith datasets and evaluation workflows for capturing problem traces and structuring evaluation examples with ground truth outputs,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
36a70b27-fb45-4a57-ab03-8c79bd3ede68,feature request help with LangSmith thread view for waterfall visualization at the turn level,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
3760ce2b-5f78-4e6d-b68b-e9b4c4a3559c,data management help with LangSmith tracing project for exporting all trace data from their project,41,Configure LangSmith tracing settings and advanced feature implementation,LangSmith Product
3769737e-0694-4efe-9396-5a59a8c091c1,debugging help with LangSmith tracing for excessive trace generation issue where a single thread generated over 230k identical traces from only 100 actual requests,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
3896ceed-42ee-421a-99e2-f4dcc9fa6202,"configuration help with LangSmith dataset output schema for defining nullable properties, discovering workaround through JSON editor and UI multi-select functionality",35,Debug LangSmith dataset management and bulk operations functionality,LangSmith Product
393abeb0-6407-4581-a80d-a19efe7b5071,documentation gap help with LangSmith FAQ regarding invalid Discord invite link,45,Debug LangSmith authentication and API connectivity issues,LangSmith Product
395b7994-ad50-4973-958f-6827afb65bbe,feature request help with LangSmith evaluation tools for PDF document attachment support in prompt evaluation workflows,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
39917455-696e-42b3-acfd-0f38ef55ae92,setup help with LangSmith observability for environment variable configuration,36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
39d909d7-ffb2-438d-95ef-007a4c65d59b,documentation gap help with LangSmith custom evaluators for Python implementation - discovered undocumented feature where custom evaluators can return both categorical value and numerical score to improve UI display and align with human annotation feedback,43,Implement LangSmith UI and SDK feature enhancement requests,LangSmith Product
39f0298c-518c-4269-8da5-397ec4cf9cb9,debugging help with LangSmith evaluate function using experiment UUID for Python implementation,42,Debug LangSmith Python SDK tracing and experiments integration issues,LangSmith Product
3a2bde84-43c9-473b-a0cc-790dfdddb80a,documentation help with LangSmith datasets for JSONL format implementation,40,Optimize LangSmith SDK API usage and evaluation performance,LangSmith Product
3a380557-7df2-4c90-bf00-d27a58325c54,debugging help with LangSmith tracing for data size limit errors and SSL issues when handling large text fields,38,Debug LangSmith tracing UI visualization and navigation issues,LangSmith Product
3a912015-97dd-41a5-b8d2-eef50bf16c1f,"debugging help with LangSmith Playground for Google Gemini API integration experiencing empty text parameter error when using datasets, while OpenAI models work correctly",36,Debug LangSmith multi-provider model integration and configuration issues,LangSmith Product
3ac1dae7-42c8-479a-bb64-f4ac0d2b82e7,debugging help with LangSmith Playground prompt schema mismatch for programmatic invocation implementation,44,Debug LangSmith Playground UI and prompt hub integration issues,LangSmith Product
